Name,Sale Price,Category,URL,Author,ISBN10,Pages,Publisher,Language,Dimensions,Rating
Battle Royale - Remastered,$15.96,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,https://www.walmart.com/ip/27819497,Koushun Takami,156598X,600,Haikasoru,English,203.20 x 5.25 x 45.72 Millimeters,
The North Water,$7.99,Books > Literature & Fiction > Fiction > Literary,https://www.walmart.com/ip/48449388,Ian McGuire,7795945,272,Henry Holt and Co.,English,9.46 x 6.49 x 24.64 Inches (US),
Explosive Eighteen: A Stephanie Plum Novel,$8.70,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 3487 >  > in > Books > # > 20 >  > in > Books > Mystery & Suspense > # > 6 >  > in > Books > Mystery & Suspense > Women Sleuths",https://www.walmart.com/ip/20636023,Janet Evanovich,5527733,352,Bantam Dell,English,7.00 x 4.25 x 1.25 Inches,5
The Heritage of Shannara,$32.25,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,https://www.walmart.com/ip/2195030,"Brooks, Terry",5465541,1238,Random House Inc,English,6.25 x 10.00 x 2.25 Inches,4
Downfall: A Brady Novel of Suspense,$6.98,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",https://www.walmart.com/ip/55366699,J. a. Jance,2297729,496,William Morrow &amp; Co,English,7.25 x 4.00 x 1.25 Inches,
Children of Time,$13.70,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,https://www.walmart.com/ip/51797762,Adrian Tchaikovsky,1447273303,600,Pan Macmillan,English,7.75 x 5.00 x 1.50 Inches (US),
"TARGET, THE",$9.84,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",https://www.walmart.com/ip/40793581,David Baldacci,5521265,592,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),
Nevernight,$13.89,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,https://www.walmart.com/ip/55698168,Jay Kristoff,0132139,464,St. Martin's PressA Thomas Dunne Book for St. Martin's Griffin,English,209.30 x 139.95 x 1.21 Millimeters,
Books Can Be Deceiving,$7.97,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",https://www.walmart.com/ip/15441719,Jenn McKinlay,5242185,304,BerkleyPenguin Publishing Group,English,,
Star Wars Box Set: The Jedi Path and Book of Sith,$33.52,Books > Literature & Fiction > Fiction > Media Tie-Ins > Best seller ranking: > # > 3818 >  > in > Books > # > 293 >  > in > Books > Literature & Fiction > # > 59 >  > in > Books > Literature & Fiction > General,https://www.walmart.com/ip/23732941,Daniel Wallace,2126415,304,Chronicle Books,English,9.00 x 6.38 x 2.00 Inches (US),
Mrs. Pollifax Pursued,$7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 55691 >  > in > Books > # > 753 >  > in > Books > Mystery & Suspense > # > 188 >  > in > Books > Mystery & Suspense > Women Sleuths",https://www.walmart.com/ip/441896,"Gilman, Dorothy",914956X,232,Random House,English,6.75 x 4.25 x 0.75 Inches,5
"BONE LABYRINTH, THE",$6.86,Books > Literature & Fiction > Fiction > Action & Adventure,https://www.walmart.com/ip/50987056,"ROLLINS, JAMES",2381658,688,HarperCollins,English,7.75 x 4.25 x 1.75 Inches,
Raven Black,$11.13,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural",https://www.walmart.com/ip/8199792,Ann Cleeves,235967X,384,St. Martin's PressMinotaur Books,English,206.76 x 5.56 x 26.29 Millimeters,
"CARTEL 5: LA BELLA MAFIA,THE -AA",$7.25,Books > Literature & Fiction > Fiction > African American,https://www.walmart.com/ip/53691956,ASHLEY &amp; JAQUAVIS,162286736X,304,Kensington Pub Corp,English,6.75 x 4.00 x 1.00 Inches,
Stone Cold,$8.02,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 37197 >  > in > Books > # > 481 >  > in > Books > Mystery & Suspense > # > 89 >  > in > Books > Mystery & Suspense > General",https://www.walmart.com/ip/2617863,Robert B. Parker,042519874X,352,Penguin Publishing GroupG.P. Putnam's Sons,English,,5
Psycome 1,$12.78,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,https://www.walmart.com/ip/50554692,Mizuki Mizushiro,6272336,224,Yen PressYen On,English,,
The King of Elfland's Daughter,$12.89,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,https://www.walmart.com/ip/665268,"Dunsany, Lord",034543191X,256,Random House Publishing Group,English,,
Star Wars: Darth Bane - Rule of Two (Paperback),$16.18,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,https://www.walmart.com/ip/604395994,"Karpyshyn, Drew",0099492024,,Cornerstone,,,
The Shark,$8.26,Books > Literature & Fiction > Fiction > Romance > Suspense,https://www.walmart.com/ip/49525221,"Burton, Mary",3934479,350,Amazon Pub,English,5.50 x 8.25 x 1.00 Inches,
Vicious Circle,$13.25,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",https://www.walmart.com/ip/641268111,C. J. Box,073521851X,400,Penguin Publishing GroupG.P. Putnam's Sons,English,,
The People vs. Alex Cross,$17.34,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",https://www.walmart.com/ip/55971478,James Patterson,0316273902,432,"Little, Brown and Company",English,9.62 x 6.38 x 1.38 Inches (US),
Prospero Burns,$9.58,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,https://www.walmart.com/ip/39563545,Dan Abnett,9708220,448,Games Workshop,English,6.70 x 106.68 x 1.20 Inches (US),
Night School,$8.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",https://www.walmart.com/ip/55679631,CHILD LEE,4178821,496,Random House,English,7.75 x 4.25 x 1.25 Inches,
The Alloy of Law,$9.88,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,https://www.walmart.com/ip/16344696,Brandon Sanderson,5330428,336,Tom Doherty AssociatesTor Books,English,9.59 x 6.37 x 1.21 Inches (US),
Dark Peril,$6.86,Books > Literature & Fiction > Fiction > Romance > Paranormal > Best seller ranking: > # > 16020 >  > in > Books > # > 421 >  > in > Books > Romance > # > 88 >  > in > Books > Romance > Paranormal,https://www.walmart.com/ip/15975052,Christine Feehan,5149990,496,BerkleyPenguin Publishing Group,English,6.75 x 4.19 x 1.09 Inches (US),4.5
Deadline : A Virgil Flowers Novel,$8.23,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",https://www.walmart.com/ip/45844070,John Sandford,5275184,432,Penguin Publishing GroupG.P. Putnam's Sons,English,7.50 x 4.25 x 1.06 Inches (US),
LOST RIDER,$7.08,Books > Literature & Fiction > Fiction > Romance > Western,https://www.walmart.com/ip/55217282,Harper Sloan,1155199,400,Pocket Books,English,6.75 x 104.78 x 25.40 Inches (US),
Halo: Evolutions Volume I : Essential Tales of the Halo Universe,$7.48,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,https://www.walmart.com/ip/14095873,"Goff, JonathanRaab, EricEvenson, B. K.",5354758,368,Tom Doherty AssociatesTor Books,English,172.47 x 106.43 x 25.27 Millimeters,
Dead Ice,$6.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,https://www.walmart.com/ip/49983212,Laurell K. Hamilton,5155669,608,BerkleyPenguin Publishing Group,English,6.81 x 4.25 x 1.26 Inches (US),
The Hidden,$5.83,Books > Literature & Fiction > Fiction > Romance > Paranormal,https://www.walmart.com/ip/45143765,"Graham, Heather",8317588,360,Harlequin Books,English,6.75 x 4.25 x 1.00 Inches,5
The Shining,$28.11,Books > Literature & Fiction > Fiction > Horror > Best seller ranking: > # > 8894 >  > in > Books > # > 807 >  > in > Books > Literature & Fiction > # > 25 >  > in > Books > Literature & Fiction > Horror,https://www.walmart.com/ip/461539,"King, Stephen",5121671,450,Random House Inc,English,9.50 x 6.00 x 1.50 Inches,5
Faithless,$8.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural",https://www.walmart.com/ip/49622373,"Slaughter, Karin",4179998,483,Random House,English,7.50 x 4.00 x 1.25 Inches,
The Armored Saint,$14.53,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,https://www.walmart.com/ip/56176315,Myke Cole,0765395959,208,Tom Doherty AssociatesTor.com,English,8.25 x 139.70 x 0.75 Inches (US),
DEVIL'S PUNCHBOWL,$9.92,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",https://www.walmart.com/ip/10970822,Greg Iles,141652455X,736,Pocket Star,English,190.50 x 104.78 x 25.40 Millimeters,
Blackthorne,$5.26,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,https://www.walmart.com/ip/55678092,Stina Leicht,1481427806,720,Saga Press,English,8.25 x 5.62 x 48.26 Inches (US),
Sylvia Day Crossfire Series 4-Volume Boxed Set : Bared to You/Reflected in You/Entwined with You/Captivated By You,$42.48,Books > Literature & Fiction > Fiction > Romance > Contemporary,https://www.walmart.com/ip/40794850,Sylvia Day,5282338,1,BerkleyPenguin Publishing Group,English,8.40 x 5.50 x 3.80 Inches (US),5
Crime Scene,$16.38,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",https://www.walmart.com/ip/55699278,Jonathan Kellerman,0399594604,400,Ballantine Books,English,9.75 x 6.50 x 1.25 Inches,
All the Birds in the Sky,$4.49,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,https://www.walmart.com/ip/55219881,Charlie Jane Anders,5379950,320,Tom Doherty AssociatesTor Books,English,209.30 x 5.47 x 0.88 Millimeters,
Frankenstein,$5.95,Books > Literature & Fiction > Fiction > Classics > Best seller ranking: > # > 3673 >  > in > Books > # > 282 >  > in > Books > Literature & Fiction > # > 19 >  > in > Books > Literature & Fiction > Classics,https://www.walmart.com/ip/405815,"Shelley, Mary Wollstonecraft",3212473,216,Bantam Classic &amp; Loveswept,English,6.90 x 4.00 x 0.45 Inches,3
New Moon,$16.00,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General > Best seller ranking: > # > 8301 >  > in > Books > # > 745 >  > in > Books > Literature & Fiction > # > 66 >  > in > Books > Literature & Fiction > Fantasy,https://www.walmart.com/ip/20438693,Stephenie Meyer,6217186,176,Yen Press,English,8.75 x 5.75 x 1.00 Inches (US),5
Star Wars Revenge Of The Sith,$7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,https://www.walmart.com/ip/3637110,"Stover, Matthew Woodring",5428845,451,Random House,English,7.00 x 4.50 x 1.25 Inches,
"Twice the Plum: Two Stephanie Plum Between the Numbers Novels (Plum Spooky, Visions of Sugar Plums)",$8.76,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",https://www.walmart.com/ip/56143020,Janet Evanovich,1250165105,384,St. Martin's PressSt. Martin's Paperbacks,English,6.75 x 104.78 x 1.01 Inches (US),
Sweetbriar Cottage,$8.79,Books > Religion & Spirituality Books > Christian Books & Bibles > Christian Fiction > Romance,https://www.walmart.com/ip/55699155,"Hunter, Denise",8090484,307,Harpercollins Christian Pub,English,8.50 x 5.50 x 0.75 Inches,5
Keegan's Lady,$7.99,Books > Literature & Fiction > Fiction > Romance > Historical > Best seller ranking: > # > 25428 >  > in > Books > # > 819 >  > in > Books > Romance > # > 4 >  > in > Books > Romance > Catherine Anderson Books,https://www.walmart.com/ip/463336,"Anderson, Catherine",0779623,410,HarperCollins,English,6.50 x 4.25 x 1.00 Inches,
The Martian: Classroom Edition,$12.63,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,https://www.walmart.com/ip/51333481,"Weir, Andy",4189351,383,Random House Inc,English,5.50 x 7.75 x 0.25 Inches,
An Ice Cold Grave,$7.97,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",https://www.walmart.com/ip/10158649,"HARRIS, CHARLAINE",522424X,288,Berkley Pub Group,English,6.75 x 4.25 x 1.00 Inches,5
The Wanted,$15.31,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",https://www.walmart.com/ip/55344338,Robert Crais,0399161503,336,Penguin Publishing GroupG.P. Putnam's Sons,English,9.31 x 6.38 x 1.27 Inches (US),
Grave Surprise,$7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",https://www.walmart.com/ip/6094161,Charlaine Harris,5214708,320,BerkleyPenguin Publishing Group,English,,
The House of Thunder,$9.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",https://www.walmart.com/ip/10998325,"Koontz, Dean R.",042523147X,422,Berkley Pub Group,English,7.50 x 4.25 x 1.00 Inches,
The Lord of the Rings,$27.52,Books > Literature & Fiction > Fiction > Literary,https://www.walmart.com/ip/3956749,"Tolkien, J. R. R.",8645610,1178,Houghton Mifflin Harcourt,English,5.75 x 8.25 x 2.00 Inches,
"Micah : An Anita Blake, Vampire Hunter Novel",$7.85,Books > Literature & Fiction > Fiction > Romance > Paranormal,https://www.walmart.com/ip/4054264,"Hamilton, Laurell K.",5140872,280,Berkley Pub Group,English,6.75 x 4.50 x 1.00 Inches,
"SEVENTH PLAGUE, THE",$8.78,Books > Literature & Fiction > Fiction > Action & Adventure,https://www.walmart.com/ip/55747640,"ROLLINS, JAMES",0062381695,640,HarperCollins,English,7.50 x 4.25 x 1.50 Inches,
Missing You,$8.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 9998 >  > in > Books > # > 935 >  > in > Books > Literature & Fiction > # > 131 >  > in > Books > Literature & Fiction > Mystery & Suspense",https://www.walmart.com/ip/40794833,Harlan Coben,1414121,480,DuttonPenguin Publishing Group,English,7.52 x 4.31 x 1.05 Inches (US),
The Girl in the Tower,$16.66,Books > Literature & Fiction > Fiction > Literary,https://www.walmart.com/ip/56076648,"Arden, Katherine",1101885963,362,Random House Inc,English,9.50 x 6.50 x 1.25 Inches,5
Takedown Twenty,$7.19,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 1707 >  > in > Books > # > 3 >  > in > Books > Mystery & Suspense > # > 1 >  > in > Books > Mystery & Suspense > Women Sleuths",https://www.walmart.com/ip/32166695,Janet Evanovich,5542898,352,Bantam Dell,English,7.25 x 4.25 x 1.00 Inches,5
A Stranger in the House,$18.75,Books > Literature & Fiction > Fiction > Contemporary Women,https://www.walmart.com/ip/55520911,"Lapena, Shari",0525501312,399,Random House Inc,English,9.00 x 6.00 x 1.00 Inches,
Song of Susannah,$8.35,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy > Best seller ranking: > # > 4831 >  > in > Books > # > 381 >  > in > Books > Literature & Fiction > # > 12 >  > in > Books > Literature & Fiction > Horror,https://www.walmart.com/ip/4456443,Stephen King,6521491,560,Pocket Books,English,190.50 x 104.78 x 1.20 Millimeters,4.5
A Trick of the Light,$14.53,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional > Best seller ranking: > # > 49827 >  > in > Books > # > 667 >  > in > Books > Mystery & Suspense > # > 125 >  > in > Books > Mystery & Suspense > General",https://www.walmart.com/ip/19404084,Louise Penny,0007341,368,St. Martin's PressMinotaur Books,English,208.03 x 5.65 x 25.27 Millimeters,5
A Column of Fire,$20.37,Books > Literature & Fiction > Fiction > Historical,https://www.walmart.com/ip/55699203,Ken Follett,052595497X,928,VikingPenguin Publishing Group,English,9.56 x 6.50 x 1.73 Inches (US),
AMERICAN GODS TV TIE IN,$10.50,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,https://www.walmart.com/ip/53840186,"GAIMAN, NEIL",2572233,576,Harpercollins,English,5.50 x 8.00 x 1.00 Inches,
World War Z: An Oral History of the Zombie War,$11.48,Books > Literature & Fiction > Fiction > Horror,https://www.walmart.com/ip/5583235,Max Brooks,7346618,342,Three Rivers Pr,English,5.50 x 8.00 x 1.00 Inches,4.7143
The Lady and the Dragon,$13.99,Books > Literature & Fiction > Fiction > Romance > Historical,https://www.walmart.com/ip/53631751,"Bradley, ShelleyBlack, Shayla",1936596326,226,"Shelley Bradley, LLC",English,6.00 x 0.52 x 9.00 Inches,
Spell of the Highlander,$7.99,Books > Literature & Fiction > Fiction > Romance > Historical > Best seller ranking: > # > 21901 >  > in > Books > # > 656 >  > in > Books > Romance > # > 46 >  > in > Books > Romance > Historical,https://www.walmart.com/ip/4244217,"Moning, Karen Marie",0240974,394,Random House,English,6.75 x 4.00 x 1.00 Inches,4
A Quilt for Christmas,$3.99,Books > Literature & Fiction > Fiction > Historical,https://www.walmart.com/ip/33816398,"Dallas, Sandra",1250045940,242,St Martins Pr,English,6.00 x 8.00 x 1.00 Inches,
