Name,Sale Price,Category,Availability,URL,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"The Woman in Cabin 10 Paperback – April 11, 2017",$9.80,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1501132954,Ruth Ware,1501132954,384 pages,"Gallery/Scout Press; Reprint edition (April 11, 2017)",English,5.3 x 1 x 8.2 inches,8 ounces,3.8 out of 5 stars
"The Rising Sea (The NUMA Files) Hardcover – March 13, 2018",$18.90,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0735215537,Clive Cussler,0735215537,,"G.P. Putnam's Sons (March 13, 2018)",English,6.2 x 1.6 x 9.3 inches,1.4 pounds,5.0 out of 5 stars
"Big Little Lies Paperback – August 11, 2015",$12.78,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0425274861,Liane Moriarty,0425274861,512 pages,"Berkley; Reprint edition (August 11, 2015)",English,5.5 x 1.1 x 8.2 inches,1.6 pounds,4.5 out of 5 stars
"Hamilton: The Revolution Hardcover – April 12, 2016",$28.20,Books > Arts & Photography > Performing Arts,In Stock.,http://www.amazon.com/gp/product/1455539740,Lin-Manuel MirandaJeremy McCarter,1455539740,,"Grand Central Publishing; First Edition edition (April 12, 2016)",English,9 x 1.6 x 10.6 inches,2.7 pounds,4.8 out of 5 stars
"Lincoln in the Bardo: A Novel Paperback – February 6, 2018",$10.70,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0812985400,George Saunders,0812985400,368 pages,"Random House Trade Paperbacks; Reprint edition (February 6, 2018)",English,5.5 x 0.8 x 8.2 inches,11.4 ounces,3.6 out of 5 stars
"All the Light We Cannot See: A Novel Paperback – April 4, 2017",$9.98,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1501173219,Anthony Doerr,1501173219,544 pages,"Scribner; Reprint edition (April 4, 2017)",English,5.2 x 1.1 x 8 inches,13.4 ounces,4.6 out of 5 stars
"Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed) Paperback – Box set, June 12, 2012",$26.49,Books > Literature & Fiction > Women's Fiction,In Stock.,http://www.amazon.com/gp/product/034580404X,E L James,034580404X,1625 pages,"Vintage; Box edition (June 12, 2012)",English,5.2 x 3 x 8 inches,2.7 pounds,4.2 out of 5 stars
"Fifty Fifty (Harriet Blue) Hardcover – February 19, 2018",$16.79,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0316513229,James Patterson,0316513229,,"Little, Brown and Company (February 19, 2018)",English,6.4 x 1.4 x 9.6 inches,1.4 pounds,3.7 out of 5 stars
"Erotic Stories for Punjabi Widows: A Novel Paperback – March 6, 2018",$10.17,Books > Literature & Fiction > Genre Fiction,"In stock on March 18, 2018.
        
        
    
    
    
        




    
    



    
    
         
        
        
            Order it now.",http://www.amazon.com/gp/product/0062645110,Balli Kaur Jaswal,0062645110,320 pages,"William Morrow Paperbacks; Reprint edition (March 6, 2018)",English,5.3 x 0.7 x 8 inches,8 ounces,4.0 out of 5 stars
"You're Only Old Once!: A Book for Obsolete Children Hardcover – January 27, 2009",$11.60,Books > Humor & Entertainment > Humor,In Stock.,http://www.amazon.com/gp/product/0394551907,Dr. Seuss,0394551907,,Random House; 1st edition (March 1986),English,8.4 x 0.4 x 11.4 inches,11.2 ounces,4.5 out of 5 stars
"The Kremlin's Candidate: A Novel (The Red Sparrow Trilogy) Hardcover – February 13, 2018",$18.35,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1501140086,Jason Matthews,1501140086,,"Scribner (February 13, 2018)",English,6 x 1.2 x 9 inches,1.3 pounds,3.9 out of 5 stars
"Lilac Girls: A Novel Paperback – February 28, 2017",$12.61,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1101883081,Martha Hall Kelly,1101883081,512 pages,"Ballantine Books; Reprint edition (February 28, 2017)",English,5.2 x 1.1 x 7.9 inches,13.4 ounces,4.6 out of 5 stars
"One Hundred Years of Solitude (Harper Perennial Modern Classics) Paperback – February 21, 2006",$10.69,Books > Literature & Fiction > World Literature,In Stock.,http://www.amazon.com/gp/product/0060883286,Gabriel Garcia MarquezGregory Rabassa,0060883286,417 pages,"Harper Perennial Modern Classics; Reprint edition (February 21, 2006)",English,5.3 x 1 x 8 inches,1.3 pounds,4.0 out of 5 stars
"Last Shot (Star Wars): A Han and Lando Novel Hardcover – April 17, 2018",$24.20,Books > Literature & Fiction > Genre Fiction,"This title will be released on April 17, 2018.",http://www.amazon.com/gp/product/0525622136,Daniel José Older,0525622136,,"Del Rey (April 17, 2018)",English,6.1 x 0.9 x 9.2 inches,1.4 pounds,
"The Secret Paperback – January 16, 2015",$26.43,Books > Humor & Entertainment > Puzzles & Games,In Stock.,http://www.amazon.com/gp/product/1596874015,Byron Preiss,1596874015,226 pages,"iBooks (January 16, 2015)",English,6 x 0.5 x 9 inches,12.8 ounces,2.9 out of 5 stars
"The Witcher Boxed Set: Blood of Elves, The Time of Contempt, Baptism of Fire Paperback – October 3, 2017",$25.33,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0316438979,Andrzej Sapkowski,0316438979,1216 pages,"Orbit; Translation edition (October 3, 2017)",English,5.5 x 3.2 x 8.4 inches,2.3 pounds,4.4 out of 5 stars
"How to Stop Time Hardcover – February 6, 2018",$17.10,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0525522875,Matt Haig,0525522875,,"Viking; 1st Edition edition (February 6, 2018)",English,5.9 x 1.1 x 8.6 inches,15.8 ounces,4.3 out of 5 stars
"Tales From the Yawning Portal (Dungeons & Dragons) Hardcover – April 4, 2017",$25.77,Books > Science Fiction & Fantasy > Gaming,In Stock.,http://www.amazon.com/gp/product/0786966092,Wizards RPG Team,0786966092,,"Wizards of the Coast (April 4, 2017)",English,8.5 x 0.6 x 11.2 inches,1.3 pounds,4.5 out of 5 stars
"Tomb of Annihilation (Dungeons & Dragons) Hardcover – September 19, 2017",$34.75,Books > Science Fiction & Fantasy > Gaming,In Stock.,http://www.amazon.com/gp/product/0786966106,Wizards RPG Team,0786966106,,"Wizards of the Coast (September 19, 2017)",English,8.5 x 0.7 x 11.2 inches,1.9 pounds,4.7 out of 5 stars
"Armada: A novel by the author of Ready Player One Paperback – April 12, 2016",$12.80,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0804137277,Ernest Cline,0804137277,384 pages,"Broadway Books; Reprint edition (April 12, 2016)",English,5.2 x 0.8 x 8 inches,13.6 ounces,3.6 out of 5 stars
"The Three-Body Problem Paperback – January 12, 2016",$4.85,Books > Literature & Fiction > World Literature,In Stock.,http://www.amazon.com/gp/product/0765382032,Cixin Liu,0765382032,416 pages,"Tor Books (January 12, 2016)",English,6.2 x 1.1 x 9.2 inches,15.5 ounces,4.2 out of 5 stars
"The Hobbit Paperback – September 18, 2012",$9.50,Books > Children's Books > Science Fiction & Fantasy,In Stock.,http://www.amazon.com/gp/product/054792822X,J. R. R. Tolkien,054792822X,300 pages,"Houghton Mifflin Harcourt (September 18, 2012)",English,5.5 x 0.8 x 8.2 inches,9.6 ounces,4.7 out of 5 stars
"Her Body and Other Parties: Stories Paperback – October 3, 2017",$10.69,Books > Literature & Fiction > Short Stories & Anthologies,In Stock.,http://www.amazon.com/gp/product/155597788X,Carmen Maria Machado,155597788X,248 pages,"Graywolf Press; 1st Edition edition (October 3, 2017)",English,5.6 x 0.8 x 8.2 inches,12 ounces,4.2 out of 5 stars
"Dark Sacred Night (A Bosch and Ballard Novel) Hardcover – October 30, 2018",$26.10,"Books > Mystery, Thriller & Suspense > Mystery","This title will be released on October 30, 2018.",http://www.amazon.com/gp/product/0316484806,Michael Connelly,0316484806,,"Little, Brown and Company (October 30, 2018)",English,,1.7 pounds,
"The 17th Suspect (Women's Murder Club) Hardcover – April 30, 2018",$18.90,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","This title will be released on April 30, 2018.",http://www.amazon.com/gp/product/0316274046,James Patterson,0316274046,,"Little, Brown and Company (April 30, 2018)",English,1.1 x 1.1 inches,1.7 pounds,4.5 out of 5 stars
"Raspberry Danish Murder (A Hannah Swensen Mystery) Hardcover – February 27, 2018",$14.69,"Books > Mystery, Thriller & Suspense > Mystery",In Stock.,http://www.amazon.com/gp/product/1617732249,Joanne Fluke,1617732249,,"Kensington (February 27, 2018)",English,5.8 x 1.3 x 8.6 inches,1 pounds,3.9 out of 5 stars
"Robert B. Parker's Colorblind (A Jesse Stone Novel) Hardcover – September 11, 2018",$24.30,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","This title will be released on September 11, 2018.",http://www.amazon.com/gp/product/0399574948,Reed Farrel Coleman,0399574948,,"G.P. Putnam's Sons (September 11, 2018)",English,6 x 1.1 x 9 inches,1.3 pounds,
"The Dark Tower VI: Song of Susannah (The Dark Tower, Book 6) Mass Market Paperback – May 23, 2006",$6.82,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1416521496,Stephen King,1416521496,560 pages,"Pocket Books; Reissue edition (June 1, 2006)",English,7.6 x 4.2 x 1.4 inches,12.6 ounces,4.4 out of 5 stars
"The Long Way Home: A Chief Inspector Gamache Novel Paperback – July 28, 2015",$13.73,"Books > Mystery, Thriller & Suspense > Mystery",In Stock.,http://www.amazon.com/gp/product/1250022053,Louise Penny,1250022053,400 pages,"Minotaur Books; Reprint edition (July 28, 2015)",English,5.5 x 1.1 x 8.2 inches,12 ounces,4.2 out of 5 stars
"The Nature of the Beast: A Chief Inspector Gamache Novel Paperback – July 26, 2016",$10.87,"Books > Mystery, Thriller & Suspense > Mystery",In Stock.,http://www.amazon.com/gp/product/125002210X,Louise Penny,125002210X,400 pages,"Minotaur Books; Reprint edition (July 26, 2016)",English,5.4 x 1.1 x 8.3 inches,12 ounces,4.6 out of 5 stars
"Stillhouse Lake (Stillhouse Lake Series) Paperback – July 1, 2017",$9.94,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1477848665,Rachel Caine,1477848665,300 pages,"Thomas & Mercer; First Edition edition (July 1, 2017)",English,5.5 x 1 x 8.2 inches,14.1 ounces,4.5 out of 5 stars
"Claws for Concern (Cat in the Stacks Mystery) Hardcover – February 20, 2018",$17.10,"Books > Mystery, Thriller & Suspense > Mystery",In Stock.,http://www.amazon.com/gp/product/042527778X,Miranda James,042527778X,,"Berkley (February 20, 2018)",English,6.4 x 1 x 9.3 inches,1 pounds,4.6 out of 5 stars
"Operator Down: A Pike Logan Thriller Hardcover – January 9, 2018",$17.70,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/1101984813,Brad Taylor,1101984813,,"Dutton (January 9, 2018)",English,6.3 x 1.4 x 9.3 inches,1.5 pounds,4.6 out of 5 stars
"Mrs. Dalloway Paperback – September 24, 1990",$8.42,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0156628708,Virginia WoolfMaureen Howard,0156628708,224 pages,Mariner Books; 1 edition (1990),English,5.3 x 0.6 x 8 inches,7.2 ounces,3.8 out of 5 stars
"Brave New World Paperback – September 29, 2017",$9.89,Books > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/197755203X,Aldous Huxley,197755203X,176 pages,"CreateSpace Independent Publishing Platform (September 29, 2017)",English,6 x 0.4 x 9 inches,8.8 ounces,3.7 out of 5 stars
"Duel to the Death (Ali Reynolds) Hardcover – March 20, 2018",$17.70,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","This title will be released on March 20, 2018.",http://www.amazon.com/gp/product/1501150987,J.A. Jance,1501150987,,"Touchstone (March 20, 2018)",English,6 x 1.2 x 9 inches,1.2 pounds,
"Mindhunter: Inside the FBI's Elite Serial Crime Unit Paperback – October 24, 2017",$11.59,Books > Politics & Social Sciences > Politics & Government,In Stock.,http://www.amazon.com/gp/product/1501191969,John E. DouglasMark Olshaker,1501191969,448 pages,"Gallery Books; Media Tie-In edition (October 24, 2017)",English,6 x 1 x 9 inches,15.8 ounces,4.4 out of 5 stars
"The Sun Also Rises Paperback – October 17, 2006",$9.24,Books > Literature & Fiction > Classics,In Stock.,http://www.amazon.com/gp/product/0743297334,Ernest Hemingway,0743297334,251 pages,"Scribner (October 17, 2006)",English,5.2 x 0.6 x 8 inches,1.4 pounds,3.8 out of 5 stars
"The Largesse of the Sea Maiden: Stories Hardcover – January 16, 2018",$15.79,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0812988639,Denis Johnson,0812988639,,"Random House (January 16, 2018)",English,5.7 x 0.9 x 8.6 inches,13.6 ounces,4.3 out of 5 stars
"The Wise Man's Fear (Kingkiller Chronicle) Mass Market Paperback – April 2, 2013",$6.80,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0756407915,Patrick Rothfuss,0756407915,1120 pages,"DAW; Reissue edition (April 2, 2013)",English,4.2 x 1.9 x 6.8 inches,1.1 pounds,4.6 out of 5 stars
"The Pharaoh Key (Gideon Crew) Hardcover – June 12, 2018",$18.30,Books > Literature & Fiction > Action & Adventure,"This title will be released on June 12, 2018.",http://www.amazon.com/gp/product/1455525820,Douglas Preston,1455525820,,"Grand Central Publishing (June 12, 2018)",English,1.1 x 1.1 inches,1.7 pounds,
"Brief Cases (Dresden Files) Hardcover – June 5, 2018",$25.20,Books > Literature & Fiction > Short Stories & Anthologies,"This title will be released on June 5, 2018.",http://www.amazon.com/gp/product/0451492102,Jim Butcher,0451492102,,"Ace (June 5, 2018)",English,6 x 1.1 x 9 inches,1.5 pounds,
"El Alquimista: Una Fabula Para Seguir Tus Suenos (Spanish) Paperback – January 22, 2002",$9.07,Books > Literature & Fiction > Foreign Language Fiction,In Stock.,http://www.amazon.com/gp/product/0062511408,Paulo Coelho,0062511408,192 pages,"HarperCollins Español (January 22, 2002)",Spanish,5.2 x 0.5 x 8 inches,7 ounces,4.7 out of 5 stars
"Red Alert: An NYPD Red Mystery Hardcover – March 26, 2018",$19.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","This title will be released on March 26, 2018.",http://www.amazon.com/gp/product/0316395560,James Patterson,0316395560,,"Little, Brown and Company; Large Print edition (March 26, 2018)",English,6.4 x 1.5 x 9.6 inches,1.2 pounds,
"The Dark Forest (Remembrance of Earth's Past) Paperback – August 16, 2016",$13.06,Books > Science Fiction & Fantasy > Science Fiction,In Stock.,http://www.amazon.com/gp/product/0765386690,Cixin Liu,0765386690,512 pages,"Tor Books; Reprint edition (August 16, 2016)",English,6.2 x 1.4 x 9.3 inches,1.2 pounds,4.6 out of 5 stars
"Parable of the Sower (Earthseed) Paperback – January 1, 2000",$10.20,Books > Teen & Young Adult > Science Fiction & Fantasy,In Stock.,http://www.amazon.com/gp/product/0446675504,Octavia E. Butler,0446675504,352 pages,"Grand Central Publishing; Updated edition (January 1, 2000)",English,5.2 x 1 x 8 inches,8 ounces,4.5 out of 5 stars
"Batman Vol. 3: I Am Bane (Rebirth) Paperback – September 5, 2017",$11.55,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/1401271316,Tom King,1401271316,176 pages,"DC Comics (September 5, 2017)",English,6.7 x 0.3 x 10.2 inches,11.2 ounces,4.3 out of 5 stars
"The Perfect Generation Paperback – March 5, 2018",$10.99,Books > Science Fiction & Fantasy > Science Fiction,In Stock.,http://www.amazon.com/gp/product/1980420742,C.P. James,1980420742,376 pages,"Independently published (March 5, 2018)",English,5 x 1 x 8 inches,1.1 pounds,
"Batman: Gotham by Gaslight (Elseworlds) Paperback – March 12, 2013",$11.69,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/1401211534,Brian AugustynMike Mignola,1401211534,112 pages,"DC Comics (March 12, 2013)",English,6.6 x 0.2 x 10.2 inches,4.8 ounces,4.1 out of 5 stars
"Pathfinder Playtest Rulebook Hardcover – August 2, 2018",$33.78,Books > Science Fiction & Fantasy > Gaming,"This title will be released on August 2, 2018.",http://www.amazon.com/gp/product/1640780858,Jason Bulmahn,1640780858,,"Paizo Inc. (August 2, 2018)",English,8.5 x 1.5 x 11 inches,1.7 pounds,
"Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International) Paperback – March 2, 1993",$10.87,Books > Literature & Fiction > World Literature,In Stock.,http://www.amazon.com/gp/product/0679743464,Haruki Murakami,0679743464,416 pages,"Vintage (March 2, 1993)",English,5.2 x 0.9 x 8 inches,10.6 ounces,4.4 out of 5 stars
"Batman: Year One Paperback – January 10, 2007",$9.99,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/1401207529,Frank MillerDavid Mazzucchelli,0290204895,136 pages,"DC Comics; Deluxe ed. edition (January 10, 2007)",English,6.7 x 0.3 x 10.2 inches,9.6 ounces,4.6 out of 5 stars
"The Skaar Invasion (The Fall of Shannara) Hardcover – June 19, 2018",$18.30,Books > Literature & Fiction > Action & Adventure,"This title will be released on June 19, 2018.",http://www.amazon.com/gp/product/0553391518,Terry Brooks,0553391518,,"Del Rey (June 19, 2018)",English,6.1 x 1 x 9.2 inches,1.4 pounds,
"METRO 2035. English language edition. (METRO by Dmitry Glukhovsky) (Volume 3) Paperback – December 1, 2016",$19.99,Books > Science Fiction & Fantasy > Science Fiction,In Stock.,http://www.amazon.com/gp/product/1539930726,Dmitry Glukhovsky,1539930726,502 pages,"CreateSpace Independent Publishing Platform; 1 edition (December 1, 2016)",English,6 x 1.3 x 9 inches,1.5 pounds,4.5 out of 5 stars
"The Gender Game 5: The Gender Fall (Volume 5) Paperback – March 31, 2017",$14.99,Books > Teen & Young Adult > Science Fiction & Fantasy,In Stock.,http://www.amazon.com/gp/product/1542939208,Bella Forrest,1542939208,402 pages,"CreateSpace Independent Publishing Platform (March 31, 2017)",English,6 x 1 x 9 inches,1.5 pounds,4.4 out of 5 stars
"North! Or Be Eaten (The Wingfeather Saga) Paperback – August 18, 2009",$12.98,Books > Teen & Young Adult > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/1400073871,Andrew Peterson,1400073871,352 pages,"WaterBrook; Original edition (August 18, 2009)",English,6 x 0.8 x 9 inches,13.6 ounces,4.9 out of 5 stars
"Ramses the Damned: The Passion of Cleopatra Paperback – November 21, 2017",$9.26,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1101970324,Christopher Rice,1101970324,416 pages,"Anchor; Complete Numbers Starting with 1, 1st Ed edition (November 21, 2017)",English,5.1 x 0.9 x 8 inches,10.4 ounces,4.1 out of 5 stars
"The Outlandish Companion (Revised and Updated): Companion to Outlander, Dragonfly in Amber, Voyager, and Drums of Autumn Hardcover – March 31, 2015",$27.19,Books > Literature & Fiction > History & Criticism,In Stock.,http://www.amazon.com/gp/product/1101887273,Diana Gabaldon,1101887273,,"Delacorte Press; Revised, Updated edition (March 31, 2015)",English,7.4 x 1.9 x 9.6 inches,2.1 pounds,4.7 out of 5 stars
"Ghost Fleet: A Novel of the Next World War Paperback – May 24, 2016",$12.87,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/054470505X,P. W. SingerAugust Cole,054470505X,416 pages,"Eamon Dolan/Mariner Books; Reprint edition (May 24, 2016)",English,5.3 x 1.1 x 8 inches,11.4 ounces,3.8 out of 5 stars
"The Storyteller Paperback – November 5, 2013",$13.59,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1439102775,Jodi Picoult,1439102775,480 pages,"Atria/Emily Bestler Books; Reprint edition (November 5, 2013)",English,5.3 x 1.3 x 8.2 inches,13.6 ounces,4.6 out of 5 stars
"Beautiful Days: Stories Hardcover – February 6, 2018",$17.70,Books > Literature & Fiction > Short Stories & Anthologies,In Stock.,http://www.amazon.com/gp/product/0062795783,Joyce Carol Oates,0062795783,,"Ecco (February 6, 2018)",English,6 x 1.1 x 9 inches,1.2 pounds,3.3 out of 5 stars
"Running Blind (Jack Reacher) Mass Market Paperback – August 28, 2007",$8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0515143502,Lee Child,0515143502,560 pages,"Berkley; Reprint edition (August 28, 2007)",English,4.2 x 1.1 x 7.5 inches,9.1 ounces,4.3 out of 5 stars
"Night Road: A Novel Paperback – January 3, 2012",$13.69,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0312364431,Kristin Hannah,0312364431,432 pages,"St. Martin's Griffin; Reprint edition (January 3, 2012)",English,5.3 x 1.2 x 8.3 inches,13.6 ounces,4.6 out of 5 stars
"The Thirst: A Harry Hole Novel (Harry Hole Series) Paperback – January 30, 2018",$14.40,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0804170223,Jo Nesbo,0804170223,544 pages,"Vintage Crime/Black Lizard; Reprint edition (January 30, 2018)",English,5.2 x 0.9 x 8 inches,13.1 ounces,4.3 out of 5 stars
"The Day She Disappeared: A Novel Hardcover – March 6, 2018",$17.70,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0374279551,Christobel Kent,0374279551,,"Sarah Crichton Books (March 6, 2018)",English,6.3 x 1.4 x 9.2 inches,1.4 pounds,4.0 out of 5 stars
"The Cuckoo's Calling (Cormoran Strike) Paperback – April 29, 2014",$10.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0316206857,Robert Galbraith,0316206857,480 pages,"Mulholland Books (April 29, 2014)",English,5.5 x 1.2 x 8.2 inches,14.4 ounces,4.1 out of 5 stars
"Ballistic (Gray Man) Paperback – October 4, 2011",$13.47,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0425244083,Mark Greaney,0425244083,496 pages,"Berkley; Original edition (October 4, 2011)",English,5.3 x 1.1 x 8 inches,13.6 ounces,4.5 out of 5 stars
"Whiskey Words & a Shovel I Paperback – May 2, 2017",$14.39,Books > Literature & Fiction > Poetry,In Stock.,http://www.amazon.com/gp/product/1449488064,r.h. Sin,1449488064,304 pages,"Andrews McMeel Publishing; Revised edition (May 2, 2017)",English,5 x 0.8 x 7 inches,10.4 ounces,4.6 out of 5 stars
"Truly Madly Guilty Paperback – July 25, 2017",$13.59,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1250069807,Liane Moriarty,1250069807,544 pages,"Flatiron Books; Reprint edition (July 25, 2017)",English,5.5 x 1.4 x 8.2 inches,1 pounds,3.6 out of 5 stars
"A Lineage of Grace: Five Stories of Unlikely Women Who Changed Eternity Paperback – October 1, 2009",$11.42,Books > Christian Books & Bibles > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/0842356320,Francine Rivers,0842356320,560 pages,"Tyndale House Publishers, Inc.; Original edition (October 1, 2009)",English,6 x 1.4 x 9 inches,1.2 pounds,4.8 out of 5 stars
"Us Against You: A Novel (Beartown) Hardcover – June 5, 2018",$17.70,Books > Literature & Fiction > Genre Fiction,"This title will be released on June 5, 2018.",http://www.amazon.com/gp/product/1501160796,Fredrik Backman,1501160796,,"Atria Books (June 5, 2018)",English,6 x 9 inches,1.7 pounds,
"The People vs. Alex Cross Hardcover – November 20, 2017",$17.34,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0316273902,James Patterson,0316273902,,"Little, Brown and Company (November 20, 2017)",English,6.4 x 1.4 x 9.6 inches,1.9 pounds,4.7 out of 5 stars
"The Art and Making of The Greatest Showman Hardcover – December 12, 2017",$31.75,Books > Humor & Entertainment > Movies,Only 16 left in stock (more on the way).,http://www.amazon.com/gp/product/1681883732,Signe Bergstrom,1681883732,,"Weldon Owen; Not for Online ed. edition (December 12, 2017)",English,9 x 0.9 x 11 inches,2.2 pounds,4.9 out of 5 stars
