Name,Sale Price,Category,Author,Pages,Publisher,Language,Dimensions,Rating
"The Dark Forest (Remembrance of Earth's Past) Paperback – August 16, 2016",$13.06 ,Books > Science Fiction & Fantasy > Science Fiction,Cixin Liu,512 pages,"Tor Books; Reprint edition (August 16, 2016)",English,6.2 x 1.4 x 9.3 inches,4.6 out of 5 stars
"Parable of the Sower (Earthseed) Paperback – January 1, 2000",$10.20 ,Books > Teen & Young Adult > Science Fiction & Fantasy,Octavia E. Butler,352 pages,"Grand Central Publishing; Updated edition (January 1, 2000)",English,5.2 x 1 x 8 inches,4.5 out of 5 stars
"Batman Vol. 3: I Am Bane (Rebirth) Paperback – September 5, 2017",$11.55 ,Books > Comics & Graphic Novels > Graphic Novels,Tom King,176 pages,"DC Comics (September 5, 2017)",English,6.7 x 0.3 x 10.2 inches,4.3 out of 5 stars
"The Perfect Generation Paperback – March 5, 2018",$10.99 ,Books > Science Fiction & Fantasy > Science Fiction,C.P. James,376 pages,"Independently published (March 5, 2018)",English,5 x 1 x 8 inches,
"Batman: Gotham by Gaslight (Elseworlds) Paperback – March 12, 2013",$11.69 ,Books > Comics & Graphic Novels > Graphic Novels,Brian AugustynMike Mignola,112 pages,"DC Comics (March 12, 2013)",English,6.6 x 0.2 x 10.2 inches,4.1 out of 5 stars
"Pathfinder Playtest Rulebook Hardcover – August 2, 2018",$33.78 ,Books > Science Fiction & Fantasy > Gaming,Jason Bulmahn,,"Paizo Inc. (August 2, 2018)",English,8.5 x 1.5 x 11 inches,
"Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International) Paperback – March 2, 1993",$10.87 ,Books > Literature & Fiction > World Literature,Haruki Murakami,416 pages,"Vintage (March 2, 1993)",English,5.2 x 0.9 x 8 inches,4.4 out of 5 stars
"Batman: Year One Paperback – January 10, 2007",$9.99 ,Books > Comics & Graphic Novels > Graphic Novels,Frank MillerDavid Mazzucchelli,136 pages,"DC Comics; Deluxe ed. edition (January 10, 2007)",English,6.7 x 0.3 x 10.2 inches,4.6 out of 5 stars
"The Skaar Invasion (The Fall of Shannara) Hardcover – June 19, 2018",$18.30 ,Books > Literature & Fiction > Action & Adventure,Terry Brooks,,"Del Rey (June 19, 2018)",English,6.1 x 1 x 9.2 inches,
"METRO 2035. English language edition. (METRO by Dmitry Glukhovsky) (Volume 3) Paperback – December 1, 2016",$19.99 ,Books > Science Fiction & Fantasy > Science Fiction,Dmitry Glukhovsky,502 pages,"CreateSpace Independent Publishing Platform; 1 edition (December 1, 2016)",English,6 x 1.3 x 9 inches,4.5 out of 5 stars
"The Gender Game 5: The Gender Fall (Volume 5) Paperback – March 31, 2017",$14.99 ,Books > Teen & Young Adult > Science Fiction & Fantasy,Bella Forrest,402 pages,"CreateSpace Independent Publishing Platform (March 31, 2017)",English,6 x 1 x 9 inches,4.4 out of 5 stars
"North! Or Be Eaten (The Wingfeather Saga) Paperback – August 18, 2009",$12.98 ,Books > Teen & Young Adult > Literature & Fiction,Andrew Peterson,352 pages,"WaterBrook; Original edition (August 18, 2009)",English,6 x 0.8 x 9 inches,4.9 out of 5 stars
"Ramses the Damned: The Passion of Cleopatra Paperback – November 21, 2017",$9.26 ,Books > Literature & Fiction > Genre Fiction,Christopher Rice,416 pages,"Anchor; Complete Numbers Starting with 1, 1st Ed edition (November 21, 2017)",English,5.1 x 0.9 x 8 inches,4.1 out of 5 stars
"The Outlandish Companion (Revised and Updated): Companion to Outlander, Dragonfly in Amber, Voyager, and Drums of Autumn Hardcover – March 31, 2015",$27.19 ,Books > Literature & Fiction > History & Criticism,Diana Gabaldon,,"Delacorte Press; Revised, Updated edition (March 31, 2015)",English,7.4 x 1.9 x 9.6 inches,4.7 out of 5 stars
"Ghost Fleet: A Novel of the Next World War Paperback – May 24, 2016",$12.87 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",P. W. SingerAugust Cole,416 pages,"Eamon Dolan/Mariner Books; Reprint edition (May 24, 2016)",English,5.3 x 1.1 x 8 inches,3.8 out of 5 stars
"The Storyteller Paperback – November 5, 2013",$13.59 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jodi Picoult,480 pages,"Atria/Emily Bestler Books; Reprint edition (November 5, 2013)",English,5.3 x 1.3 x 8.2 inches,4.6 out of 5 stars
"Beautiful Days: Stories Hardcover – February 6, 2018",$17.70 ,Books > Literature & Fiction > Short Stories & Anthologies,Joyce Carol Oates,,"Ecco (February 6, 2018)",English,6 x 1.1 x 9 inches,3.3 out of 5 stars
"Running Blind (Jack Reacher) Mass Market Paperback – August 28, 2007",$8.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,560 pages,"Berkley; Reprint edition (August 28, 2007)",English,4.2 x 1.1 x 7.5 inches,4.3 out of 5 stars
"Night Road: A Novel Paperback – January 3, 2012",$13.69 ,Books > Literature & Fiction > Genre Fiction,Kristin Hannah,432 pages,"St. Martin's Griffin; Reprint edition (January 3, 2012)",English,5.3 x 1.2 x 8.3 inches,4.6 out of 5 stars
"The Thirst: A Harry Hole Novel (Harry Hole Series) Paperback – January 30, 2018",$14.40 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jo Nesbo,544 pages,"Vintage Crime/Black Lizard; Reprint edition (January 30, 2018)",English,5.2 x 0.9 x 8 inches,4.3 out of 5 stars
"The Day She Disappeared: A Novel Hardcover – March 6, 2018",$17.70 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Christobel Kent,,"Sarah Crichton Books (March 6, 2018)",English,6.3 x 1.4 x 9.2 inches,4.0 out of 5 stars
"The Cuckoo's Calling (Cormoran Strike) Paperback – April 29, 2014",$10.08 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Robert Galbraith,480 pages,"Mulholland Books (April 29, 2014)",English,5.5 x 1.2 x 8.2 inches,4.1 out of 5 stars
"Ballistic (Gray Man) Paperback – October 4, 2011",$13.47 ,Books > Literature & Fiction > Action & Adventure,Mark Greaney,496 pages,"Berkley; Original edition (October 4, 2011)",English,5.3 x 1.1 x 8 inches,4.5 out of 5 stars
"Whiskey Words & a Shovel I Paperback – May 2, 2017",$14.39 ,Books > Literature & Fiction > Poetry,r.h. Sin,304 pages,"Andrews McMeel Publishing; Revised edition (May 2, 2017)",English,5 x 0.8 x 7 inches,4.6 out of 5 stars
"Truly Madly Guilty Paperback – July 25, 2017",$13.59 ,Books > Literature & Fiction > Genre Fiction,Liane Moriarty,544 pages,"Flatiron Books; Reprint edition (July 25, 2017)",English,5.5 x 1.4 x 8.2 inches,3.6 out of 5 stars
"A Lineage of Grace: Five Stories of Unlikely Women Who Changed Eternity Paperback – October 1, 2009",$11.42 ,Books > Christian Books & Bibles > Literature & Fiction,Francine Rivers,560 pages,"Tyndale House Publishers, Inc.; Original edition (October 1, 2009)",English,6 x 1.4 x 9 inches,4.8 out of 5 stars
"Us Against You: A Novel (Beartown) Hardcover – June 5, 2018",$17.70 ,Books > Literature & Fiction > Genre Fiction,Fredrik Backman,,"Atria Books (June 5, 2018)",English,6 x 9 inches,
"The People vs. Alex Cross Hardcover – November 20, 2017",$17.34 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,,"Little, Brown and Company (November 20, 2017)",English,6.4 x 1.4 x 9.6 inches,4.7 out of 5 stars
"The Art and Making of The Greatest Showman Hardcover – December 12, 2017",$31.75 ,Books > Humor & Entertainment > Movies,Signe Bergstrom,,"Weldon Owen; Not for Online ed. edition (December 12, 2017)",English,9 x 0.9 x 11 inches,4.9 out of 5 stars
"The Female Persuasion: A Novel Hardcover – April 3, 2018",$16.80 ,Books > Literature & Fiction > Genre Fiction,Meg Wolitzer,,"Riverhead Books (April 3, 2018)",English,6.3 x 1.5 x 9.3 inches,
"The Queen of Hearts Hardcover – February 13, 2018",$17.10 ,Books > Literature & Fiction > Genre Fiction,Kimmery Martin,,"Berkley (February 13, 2018)",English,6.3 x 1.2 x 9.3 inches,4.6 out of 5 stars
"After Anna Hardcover – April 10, 2018",$20.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lisa Scottoline,,"St. Martin's Press (April 10, 2018)",English,,
"in the absence of the sun Paperback – June 15, 2017",$6.99 ,Books > Literature & Fiction > Poetry,emily curtis,114 pages,"Emily Curtis (June 15, 2017)",English,5 x 0.3 x 8 inches,4.3 out of 5 stars
"Station Eleven Paperback – June 2, 2015",$10.31 ,Books > Science Fiction & Fantasy > Science Fiction,Emily St. John Mandel,352 pages,"Vintage; Reprint edition (June 2, 2015)",English,5.2 x 0.7 x 8 inches,4.1 out of 5 stars
"The Illustrated Man Mass Market Paperback – April 17, 2012",$7.99 ,Books > Literature & Fiction > Short Stories & Anthologies,Ray Bradbury,304 pages,"Simon & Schuster; Reprint edition (April 17, 2012)",English,4.1 x 1 x 6.8 inches,4.4 out of 5 stars
"The Divide Paperback – March 2, 2018",$14.99 ,Books > Science Fiction & Fantasy > Science Fiction,Jeremy Robinson,370 pages,"Breakneck Media (March 2, 2018)",English,6 x 0.9 x 9 inches,4.9 out of 5 stars
"New York 2140 Paperback – March 6, 2018",$13.56 ,Books > Science Fiction & Fantasy > Science Fiction,Kim Stanley Robinson,656 pages,"Orbit; Reprint edition (March 6, 2018)",English,5.5 x 1.8 x 8.5 inches,3.8 out of 5 stars
"Bird Box: A Novel Paperback – February 10, 2015",$10.07 ,Books > Literature & Fiction > Genre Fiction,Josh Malerman,272 pages,"Ecco; Reprint edition (February 10, 2015)",English,5.3 x 0.6 x 8 inches,4.4 out of 5 stars
"The Valley of the Shadows (Black Tide Rising) Hardcover – November 6, 2018",$20.91 ,Books > Science Fiction & Fantasy > Science Fiction,Mike Massa,,"Baen (November 6, 2018)",English,,
"Spinning Silver Hardcover – July 10, 2018",$25.20 ,Books > Literature & Fiction > Action & Adventure,Naomi Novik,,"Del Rey (July 10, 2018)",English,5.5 x 1.2 x 8.2 inches,
"The Green Mile: The Complete Serial Novel Mass Market Paperback – June 27, 2017",$8.99 ,Books > Literature & Fiction > Genre Fiction,Stephen King,512 pages,"Pocket Books (June 27, 2017)",English,4.1 x 1.1 x 7.5 inches,4.8 out of 5 stars
"Binti: The Night Masquerade Paperback – January 16, 2018",$11.21 ,Books > Literature & Fiction > United States,Nnedi Okorafor,208 pages,"Tor.com (January 16, 2018)",English,5 x 0.5 x 8 inches,4.6 out of 5 stars
"The Martian Chronicles Mass Market Paperback – April 17, 2012",$7.99 ,Books > Literature & Fiction > Short Stories & Anthologies,Ray Bradbury,256 pages,"Simon & Schuster; Reprint edition (April 17, 2012)",English,4.1 x 0.8 x 6.8 inches,4.4 out of 5 stars
"Echo Burning (Jack Reacher) Paperback – November 27, 2007",$8.15 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,592 pages,"Berkley; Reissue edition (November 27, 2007)",English,4.2 x 1.2 x 7.6 inches,4.3 out of 5 stars
"The Ghostwriter Paperback – October 2, 2017",$13.49 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Alessandra Torre,316 pages,"DCA (October 2, 2017)",English,6 x 0.8 x 9 inches,4.7 out of 5 stars
"In This Grave Hour: A Maisie Dobbs Novel Paperback – February 27, 2018",$10.99 ,Books > Literature & Fiction > Genre Fiction,Jacqueline Winspear,368 pages,"Harper Perennial; Reprint edition (February 27, 2018)",English,5.3 x 0.8 x 8 inches,4.7 out of 5 stars
"The Daughter: A gripping psychological thriller with a twist you won’t see coming Paperback – January 22, 2018",$9.89 ,Books > Literature & Fiction > Women's Fiction,Lucy Dawson,284 pages,"Bookouture (January 22, 2018)",English,5.1 x 0.6 x 7.8 inches,4.3 out of 5 stars
"Red War (A Mitch Rapp Novel) Hardcover – October 2, 2018",$25.48 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,,"Atria/Emily Bestler Books (October 2, 2018)",English,,
"Tinker, Tailor, Soldier, Spy: A George Smiley Novel Paperback – June 7, 2011",$13.06 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John le Carré,400 pages,"Penguin Books; Reprint edition (June 7, 2011)",English,5.5 x 1.1 x 8.2 inches,4.1 out of 5 stars
"Gwendy's Button Box: A Novella Paperback – October 31, 2017",$11.59 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen KingRichard Chizmar,176 pages,"Gallery Books; Reprint edition (October 31, 2017)",English,5.3 x 0.4 x 8.2 inches,4.3 out of 5 stars
"The Dark Tower IV: Wizard and Glass Mass Market Paperback – December 27, 2016",$8.99 ,Books > Literature & Fiction > Genre Fiction,Stephen King,1040 pages,"Pocket Books; Reissue edition (December 27, 2016)",English,4.1 x 1.9 x 7.5 inches,4.3 out of 5 stars
"The Medical Examiner: A Women's Murder Club Story (BookShots) Paperback – August 1, 2017",$4.49 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James PattersonMaxine Paetro,144 pages,"BookShots (August 1, 2017)",English,5 x 0.4 x 7 inches,4.1 out of 5 stars
"The Language of Flowers: A Novel Paperback – April 3, 2012",$11.06 ,Books > Literature & Fiction > Genre Fiction,Vanessa Diffenbaugh,334 pages,"Ballantine Books; Reprint edition (April 3, 2012)",English,5.2 x 0.8 x 8 inches,4.5 out of 5 stars
"The Girl in the Moon Hardcover – March 20, 2018",$22.49 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Terry Goodkind,,"Skyhorse Publishing (March 20, 2018)",English,6.5 x 1.5 x 9 inches,3.5 out of 5 stars
"The House of God Paperback – September 7, 2010",$12.84 ,Books > Humor & Entertainment > Humor,Samuel Shem,400 pages,"Berkley; Reissue edition (September 7, 2010)",English,5.5 x 1 x 8.2 inches,4.4 out of 5 stars
"Gilead: A Novel Paperback – January 10, 2006",$9.84 ,Books > Literature & Fiction > Genre Fiction,Marilynne Robinson,247 pages,"Picador; Reprint edition (January 10, 2006)",English,5.4 x 0.8 x 8.3 inches,4.1 out of 5 stars
"The Great Divorce Paperback – Deckle Edge, April 21, 2015",$8.88 ,Books > Christian Books & Bibles > Literature & Fiction,C. S. Lewis,160 pages,"HarperOne; Revised ed. edition (April 21, 2015)",English,5.3 x 0.4 x 8 inches,4.6 out of 5 stars
"Ishmael:A Novel Paperback – May 1, 1995",$12.23 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Daniel Quinn,263 pages,"Bantam; Reissue edition (May 1, 1995)",English,5.2 x 0.8 x 8 inches,4.6 out of 5 stars
"The Gender Game (Volume 1) Paperback – September 24, 2016",$13.49 ,Books > Teen & Young Adult > Science Fiction & Fantasy,Bella Forrest,416 pages,"CreateSpace Independent Publishing Platform (September 24, 2016)",English,6 x 1 x 9 inches,4.4 out of 5 stars
"Roald Dahl Collection - 15 Paperback Book Boxed Set Paperback – Box set, 2013",,Books > Literature & Fiction > Short Stories & Anthologies,Roald Dahl,,Puffin Books; 15 Book Boxed Set edition (2013),English,5.3 x 7 x 8.1 inches,4.7 out of 5 stars
"Thesaurus Of Scales And Melodic Patterns Paperback – August 4, 2012",$29.66 ,Books > Literature & Fiction > Literary,Nicolas Slonimsky,256 pages,"Literary Licensing, LLC (August 4, 2012)",English,8.5 x 0.5 x 11 inches,4.5 out of 5 stars
"The Deceivers (A John Wells Novel) Hardcover – February 6, 2018",$18.28 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Alex Berenson,,"G.P. Putnam's Sons (February 6, 2018)",English,6.3 x 1.4 x 9.4 inches,4.3 out of 5 stars
"Timeless: A Drizzt Novel Hardcover – September 18, 2018",$25.19 ,Books > Literature & Fiction > Genre Fiction,R. A. Salvatore,,"Harper Voyager (September 18, 2018)",English,6 x 1.3 x 9 inches,
"In a Dark, Dark Wood Paperback – April 19, 2016",$8.80 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Ruth Ware,352 pages,"Gallery/Scout Press; Reprint edition (April 19, 2016)",English,5.3 x 0.9 x 8.2 inches,3.9 out of 5 stars
"Scalia Speaks: Reflections on Law, Faith, and Life Well Lived Hardcover – Deckle Edge, October 3, 2017",$20.01 ,Books > Politics & Social Sciences > Politics & Government,Antonin Scalia,,"Crown Forum (October 3, 2017)",English,6.6 x 1.4 x 9.5 inches,4.8 out of 5 stars
"The World According to Mister Rogers: Important Things to Remember Hardcover – October 8, 2003",$11.80 ,Books > Literature & Fiction > Genre Fiction,Fred Rogers,,"Hachette Books (October 8, 2003)",English,5.9 x 0.8 x 6.8 inches,4.8 out of 5 stars
"Ursula K. Le Guin: The Hainish Novels and Stories (Library of America) Hardcover – September 5, 2017",$48.56 ,Books > Science Fiction & Fantasy > Science Fiction,Ursula K. Le Guin,,"Library of America; Box edition (September 5, 2017)",English,5.4 x 2.9 x 8.5 inches,5.0 out of 5 stars
"Overlord, Vol. 2 - light novel Hardcover – September 27, 2016",$16.02 ,Books > Science Fiction & Fantasy > Fantasy,Kugane Maruyama,,"Yen On (September 27, 2016)",English,5.8 x 1 x 8.8 inches,4.6 out of 5 stars
"Silver Surfer: Rebirth of Thanos Paperback – July 4, 2012",$20.83 ,Books > Comics & Graphic Novels > Graphic Novels,Jim Starlin,224 pages,"Marvel (July 4, 2012)",English,6.8 x 0.5 x 10.2 inches,4.6 out of 5 stars
"The Art of Magic: The Gathering - Ixalan Hardcover – January 2, 2018",$25.46 ,Books > Arts & Photography > History & Criticism,James Wyatt,,"VIZ Media LLC (January 2, 2018)",English,10 x 1 x 11.2 inches,5.0 out of 5 stars
"The Color of Magic (Discworld) Mass Market Paperback – January 29, 2013",$7.78 ,Books > Literature & Fiction > Action & Adventure,Terry Pratchett,288 pages,"Harper; Reissue edition (January 29, 2013)",English,4.2 x 0.6 x 7.5 inches,4.3 out of 5 stars
"The Core: Book Five of The Demon Cycle Hardcover – October 3, 2017",$18.00 ,Books > Literature & Fiction > Action & Adventure,Peter V. Brett,,"Del Rey (October 3, 2017)",English,6.4 x 1.9 x 9.5 inches,4.3 out of 5 stars
"The 10X Rule: The Only Difference Between Success and Failure Hardcover – April 26, 2011",$16.96 ,Books > Business & Money > Business Culture,Grant Cardone,,"Wiley; 1 edition (April 26, 2011)",English,6.3 x 1 x 9.1 inches,4.6 out of 5 stars
"Force of Nature: A Novel Hardcover – February 6, 2018",$17.10 ,Books > Literature & Fiction > Genre Fiction,Jane Harper,,"Flatiron Books; First Edition edition (February 6, 2018)",English,6.4 x 1.2 x 9.4 inches,4.2 out of 5 stars
"Twisted Prey (A Prey Novel) Hardcover – April 24, 2018",$20.30 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Sandford,,"G.P. Putnam's Sons (April 24, 2018)",English,6 x 1.2 x 9 inches,
"If I Live (If I Run Series) Paperback – March 6, 2018",$14.32 ,Books > Christian Books & Bibles > Literature & Fiction,Terri Blackstock,352 pages,"Zondervan (March 6, 2018)",English,5.5 x 0.9 x 8.4 inches,4.9 out of 5 stars
"The Other Woman: A Novel (Gabriel Allon) Hardcover – July 17, 2018",$26.09 ,Books > Literature & Fiction > Action & Adventure,Daniel Silva,,"Harper (July 17, 2018)",English,6 x 1.5 x 9 inches,
"Celtic Empire (Dirk Pitt Adventure) Hardcover – November 6, 2018",$26.10 ,Books > Literature & Fiction > Action & Adventure,Clive Cussler,,"G.P. Putnam's Sons (November 6, 2018)",English,6 x 1.2 x 9 inches,
