Name,Sale Price,Category,Author,Pages,Publisher,Language,Dimensions,Rating
Deadly Heat,$22.79 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",Richard Castle,,Hachette AudioHachette Original,English,5.75 x 5.25 x 1.50 Inches (US),
The Sum of All Fears,$8.09 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage",Tom Clancy,928,BerkleyPenguin Publishing Group,English,6.81 x 4.19 x 1.56 Inches (US),
Out of the Silent Planet,$10.48 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,C.S. Lewis,160,Scribner,English,203.20 x 5.25 x 7.62 Millimeters,
The Dragon Reborn,$5.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Robert Jordan,608,Tom Doherty AssociatesTor Books,English,9.22 x 6.18 x 1.11 Inches (US),
Icebound,$10.19 ,Books > Literature & Fiction > Fiction > Horror > Best seller ranking: > # > 23889 >  > in > Books > # > 290 >  > in > Books > Mystery & Suspense > # > 114 >  > in > Books > Mystery & Suspense > Thrillers,"Koontz, Dean R.",408,Random House,English,7.75 x 4.75 x 1.00 Inches,
Lady of Misrule,$13.95 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,"Pratt, T. a.",236,Merry Blacksmith Press,English,6.00 x 0.50 x 9.00 Inches,
Needful Things : A Novel,$9.74 ,Books > Literature & Fiction > Fiction > Horror,Stephen King,960,Pocket Books,English,190.50 x 104.78 x 40.64 Millimeters,
Macbeth,$5.01 ,Books > Literature & Fiction > Fiction > Classics > Best seller ranking: > # > 6658 >  > in > Books > # > 579 >  > in > Books > Literature & Fiction > # > 8 >  > in > Books > Literature & Fiction > Christian Fiction,William Shakespeare,304,Simon &amp; Schuster,English,6.75 x 4.19 x 22.86 Inches (US),
One Year After,$10.85 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",William R. Forstchen,304,Tom Doherty AssociatesForge Books,,235.71 x 6.16 x 20.95 Millimeters,
Bedeviled Eggs,$7.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy > Best seller ranking: > # > 64677 >  > in > Books > # > 893 >  > in > Books > Mystery & Suspense > # > 176 >  > in > Books > Mystery & Suspense > General",Laura Childs,336,BerkleyPenguin Publishing Group,English,,5
The Black Unicorn,$7.87 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Brooks, Terry",320,Random House,English,6.75 x 4.25 x 0.75 Inches,
Words of Radiance,$9.98 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 7882 >  > in > Books > # > 706 >  > in > Books > Literature & Fiction > # > 63 >  > in > Books > Literature & Fiction > Fantasy,Brandon Sanderson,1328,Tom Doherty AssociatesTor Fantasy,English,6.75 x 106.93 x 2.13 Inches (US),
The Weird : A Compendium of Strange and Dark Stories,$27.42 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Collections & Anthologies,"Vandermeer, AnnVanDermeer, Jeff",1152,Tom Doherty AssociatesTor Books,English,9.15 x 7.53 x 2.06 Inches (US),
Certain Prey,$9.72 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","SANDFORD, JOHN",416,Penguin Group USA,English,7.50 x 4.75 x 1.00 Inches,
The Rooster Bar (Hardcover),$15.28 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",John Grisham,368,Bantam Dell,English,9.25 x 6.12 x 1.06 Inches,
"LAZARUS WAR: ARTEFACT, THE",$8.86 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Jamie Sawyer,544,Orbit,English,7.50 x 4.25 x 1.25 Inches (US),
The Cat Who Smelled a Rat,$7.93 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy > Best seller ranking: > # > 42101 >  > in > Books > # > 558 >  > in > Books > Mystery & Suspense > # > 106 >  > in > Books > Mystery & Suspense > General",Lilian Jackson Braun,304,BerkleyPenguin Publishing Group,English,,
"SNOWMAN (MOVIE TIE-IN), THE",$5.98 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","NESBO, JO",528,Random House,English,7.50 x 4.50 x 2.00 Inches,
Who Fears Death,$19.96 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Apocalyptic & Post-Apocalyptic,Nnedi Okorafor,400,DAW,English,9.31 x 6.38 x 1.36 Inches (US),
"Zombie, Ohio",$12.27 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Kenemore, Scott",240,Two Rivers Distribution,English,8.25 x 5.25 x 1.00 Inches,
The Bazaar of Bad Dreams: Stories,$18.79 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 326 >  > in > Books > # > 27 >  > in > Books > Literature & Fiction > # > 4 >  > in > Books > Literature & Fiction > General",Stephen King,512,Scribner,English,9.25 x 155.57 x 48.26 Inches (US),
Full Tilt,$8.99 ,Books > Literature & Fiction > Fiction > Romance > Suspense,"Evanovich, JanetHughes, Charlotte",342,St Martins Pr,English,6.75 x 4.00 x 1.25 Inches,
A Crown Imperiled,$6.17 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Feist, Raymond E.",407,HarperCollins,English,7.00 x 4.00 x 1.00 Inches,
The Host,$15.07 ,Books > Literature & Fiction > Fiction > General,Stephenie Meyer,624,"Little, Brown and Company",English,9.50 x 6.38 x 1.88 Inches (US),4.7398
"Affliction : An Anita Blake, Vampire Hunter Novel",$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal > Best seller ranking: > # > 6086 >  > in > Books > # > 511 >  > in > Books > Literature & Fiction > # > 41 >  > in > Books > Literature & Fiction > Fantasy,Laurell K. Hamilton,624,BerkleyPenguin Publishing Group,English,6.75 x 4.13 x 1.32 Inches (US),
Hunting Eve,$6.98 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Johansen, Iris",375,St Martins Pr,English,6.75 x 4.25 x 1.25 Inches,5
Cat & Mouse (Alex Cross),$7.19 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural > Best seller ranking: > # > 9377 >  > in > Books > # > 127 >  > in > Books > General",James Patterson,480,Grand Central Pub Mass Market,English,7.00 x 4.00 x 1.00 Inches,
Half Broke Horses,$21.97 ,Books > Literature & Fiction > Fiction > General,Jeannette Walls,288,Scribner,English,228.60 x 6.00 x 25.40 Millimeters,4.8333
KILL ALEX CROSS,$9.52 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 3430 >  > in > Books > # > 19 >  > in > Books > Mystery & Suspense > # > 10 >  > in > Books > Mystery & Suspense > Thrillers",James Patterson,400,VisionGrand Central Publishing,English,7.62 x 4.25 x 1.12 Inches (US),5
"You're Being Summoned, Darkness",$11.97 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Natsume Akatsuki,192,Yen PressYen On,English,,
"In a Dark, Dark Wood",$10.87 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General","Ware, Ruth",467,Christian Large Print,,5.25 x 8.25 x 1.00 Inches,
The Lightning Stones,$8.99 ,Books > Literature & Fiction > Fiction > Action & Adventure,"Du Brul, Jack B.",451,Random House,English,7.50 x 4.25 x 1.00 Inches,
Split Infinity,$7.97 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Anthony, Piers",354,Random House,English,6.75 x 4.00 x 1.00 Inches,
Finding Gideon,$16.93 ,Books > Literature & Fiction > Fiction > Romance > Action & Adventure,Eric Jerome Dickey,384,DuttonPenguin Publishing Group,,9.25 x 6.19 x 1.31 Inches (US),
An Echo in the Bone (Outlander Volume 7) (Mass Market Paperback),$9.35 ,Books > Literature & Fiction > Fiction > Historical > Best seller ranking: > # > 289 >  > in > Books > # > 22 >  > in > Books > Literature & Fiction > # > 3 >  > in > Books > Literature & Fiction > General,Diana Gabaldon,1200,Bantam Dell,English,7.00 x 4.25 x 2.00 Inches,5
The Final Day,$8.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",William R. Forstchen,352,Tom Doherty AssociatesForge Books,English,9.41 x 6.31 x 1.19 Inches (US),
Calendar Girl,$9.98 ,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 3779 >  > in > Books > # > 181 >  > in > Books > ARCHIVE > # > 3 >  > in > Books > ARCHIVE > Romance,"Carlan, Audrey",397,Ingram Pub Services,,,
Dead in the Family,$5.99 ,Books > Literature & Fiction > Fiction > Romance > Paranormal > Best seller ranking: > # > 6788 >  > in > Books > # > 600 >  > in > Books > Literature & Fiction > # > 48 >  > in > Books > Literature & Fiction > Fantasy,Charlaine Harris,368,AcePenguin Publishing Group,English,6.78 x 4.19 x 1.00 Inches (US),4.875
Riddle-Master,$11.58 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"McKillip, Patricia A.",578,Penguin Group USA,English,6.00 x 9.25 x 1.50 Inches,
Sage's Eyes,$7.19 ,Books > Literature & Fiction > Fiction > Romance > Paranormal > Best seller ranking: > # > 14393 >  > in > Books > # > 722 >  > in > Books > ARCHIVE > # > 69 >  > in > Books > ARCHIVE > Literature & Fiction,"Andrews, V. C.",390,Pocket Books,,,5
The Midnight Line,$24.88 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Child, Lee",0,Random House,English,6.00 x 5.25 x 1.00 Inches,
The Hunted,$6.99 ,Books > Literature & Fiction > Fiction > Westerns,Matthew P. MayoRalph Compton,304,BerkleyPenguin Publishing Group,English,,
White Houses,$17.70 ,Books > Literature & Fiction > Fiction > Literary,"Bloom, Amy",218,Random House Inc,English,9.50 x 6.25 x 1.00 Inches,
Undead and Unpopular : A Queen Betsy Novel,$7.74 ,Books > Literature & Fiction > Fiction > Romance > Paranormal,"Davidson, MaryJanice",304,Berkley Pub Group,English,6.75 x 4.25 x 0.75 Inches,5
A Fistful of Charms,$36.16 ,Books > Literature & Fiction > Fiction > Horror,"Gavin, Marguerite",,Tantor Media Inc,,,
A Memory Of Light: Book 14 of the Wheel of Time (Paperback),$19.05 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Jordan, Robert, Sanderson, Brandon",,"Little, Brown Book Group",,,
Is It Wrong to Try to Pick Up Girls in a Dungeon? 6,$11.97 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Fujino Omori,272,Yen PressYen On,English,,
The Perfect Nanny : A Novel,$11.00 ,Books > Women's History Month Books > Women's History Month Fiction,Leila Slimani,240,Penguin BooksPenguin Publishing Group,English,,
All Spell Breaks Loose,$6.89 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Lisa Shearin,304,AcePenguin Publishing Group,English,,
1984,$11.14 ,Books > Literature & Fiction > Fiction > Classics,"Orwell, George",328,Turtleback Books,English,4.30 x 1.20 x 7.40 Inches,
Turbo Twenty-Three: A Stephanie Plum Novel,$14.62 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 18494 >  > in > Books > # > 955 >  > in > Books > ARCHIVE > # > 90 >  > in > Books > ARCHIVE > Literature & Fiction","Evanovich, Janet",288,Random House Inc,English,10.00 x 7.00 x 1.00 Inches,5
House of Leaves,$15.19 ,Books > Literature & Fiction > Fiction > Horror > Best seller ranking: > # > 2810 >  > in > Books > # > 215 >  > in > Books > Literature & Fiction > # > 17 >  > in > Books > Literature & Fiction > Literary,"Danielewski, Mark Z.",736,Random House Inc,English,9.25 x 7.00 x 1.25 Inches,4.75
Devoted in Death,$6.79 ,Books > Literature & Fiction > Fiction > Romance > Suspense > Best seller ranking: > # > 9914 >  > in > Books > # > 484 >  > in > Books > ARCHIVE > # > 43 >  > in > Books > ARCHIVE > Literature & Fiction,J. D. Robb,352,BerkleyPenguin Publishing Group,English,,5
LORDS OF THE SITH: STAR WARS,$9.28 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 8625 >  > in > Books > # > 411 >  > in > Books > ARCHIVE > # > 37 >  > in > Books > ARCHIVE > Literature & Fiction,"KEMP, PAUL S.",368,Random House,English,7.75 x 4.25 x 1.25 Inches,
INDELIBLE,$6.98 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural","SLAUGHTER, KARIN",512,HarperCollins,English,7.75 x 4.00 x 1.25 Inches,
"BONE TREE, THE",$4.99 ,Books > Literature & Fiction > Fiction > Legal,"ILES, GREG",832,HarperCollins,English,8.00 x 5.25 x 1.75 Inches,
Cat Sitter Among the Pigeons: A Dixie Hemingway Mystery,$18.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Blaize Clement,272,St. Martin's PressMinotaur Books,,8.00 x 5.00 x 16.46 Inches (US),
Ruin,$15.09 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,John Gwynne,800,Orbit,English,9.25 x 6.00 x 2.12 Inches (US),
Gone,$11.76 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 4953 >  > in > Books > # > 400 >  > in > Books > Literature & Fiction > # > 82 >  > in > Books > Literature & Fiction > General",James PattersonMichael Ledwidge,416,Grand Central Publishing,English,8.00 x 5.25 x 1.25 Inches (US),
1636,$19.70 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Eric FlintCharles E. Gannon,480,Baen,English,9.25 x 155.57 x 1.50 Inches (US),
Blood of the Fold,$8.09 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Goodkind, Terry",623,Tor Books,English,6.50 x 4.00 x 1.75 Inches,
The Last Unicorn,$13.45 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General > Best seller ranking: > # > 7392 >  > in > Books > # > 664 >  > in > Books > Literature & Fiction > # > 59 >  > in > Books > Literature & Fiction > Fantasy,Peter S. Beagle,304,AcePenguin Publishing Group,English,,5
Distress Signals,$9.40 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Howard, Catherine Ryan",452,Blackstone Pub,English,7.50 x 4.25 x 1.00 Inches,
The Old Blue Line,$3.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Jance, Judith A.",124,HarperCollins,English,6.75 x 4.25 x 0.50 Inches,
Extinction Aftermath,$8.15 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Apocalyptic & Post-Apocalyptic,Nicholas Sansbury Smith,432,Orbit,English,7.50 x 4.25 x 1.25 Inches (US),
Love Me Not : DI Helen Grace 7,$12.79 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",M. J. Arlidge,368,Penguin UK,,,
River of Pain,$7.99 ,Books > Literature & Fiction > Fiction > Media Tie-Ins,"Golden, Christopher",341,Random House,English,7.25 x 4.75 x 1.00 Inches,
Always a Lawman,$5.07 ,Books > Literature & Fiction > Fiction > Westerns,"Fossen, Delores",256,Harlequin Books,English,4.21 x 6.62 x 0.59 Inches,
Dark Force Rising,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General > Best seller ranking: > # > 9838 >  > in > Books > # > 914 >  > in > Books > Literature & Fiction > # > 58 >  > in > Books > Literature & Fiction > Science Fiction,"Zahn, Timothy",439,Random House,English,6.75 x 4.00 x 1.25 Inches,
The Sleeping King,$7.60 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Bill FlippinCindy Dees,496,Tom Doherty AssociatesTor Books,English,9.61 x 6.59 x 1.68 Inches (US),
"Merry Christmas, Alex Cross",$7.86 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",James Patterson,320,Grand Central Publishing,English,,5
Fahrenheit 451 (Flamingo Modern Classics) (Paperback),$15.01 ,Books > Literature & Fiction > Fiction > Classics,"Bradbury, Ray",,,,,
An English Bride in Scotland,$6.98 ,Books > Literature & Fiction > Fiction > Romance > Historical,"Sands, Lynsay",375,HarperCollins,English,7.00 x 4.00 x 1.00 Inches,5
Murder on the Orient Express: A Hercule Poirot Mystery,$4.63 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional > Best seller ranking: > # > 8173 >  > in > Books > # > 67 >  > in > Books > Mystery & Suspense > # > 1 >  > in > Books > Mystery & Suspense > Traditional British",Agatha Christie,315,Harper Torch,English,7.00 x 4.25 x 1.00 Inches,
A Dog's Purpose : A Novel for Humans,$6.98 ,Books > Literature & Fiction > Fiction > Family Life,W. Bruce Cameron,336,Tom Doherty AssociatesForge Books,English,190.25 x 4.18 x 23.37 Millimeters,5
For One More Day,$10.25 ,Books > Literature & Fiction > Fiction > Family Life > Best seller ranking: > # > 4194 >  > in > Books > # > 323 >  > in > Books > Literature & Fiction > # > 25 >  > in > Books > Literature & Fiction > Literary,Mitch Albom,208,Hachette Books,English,,5
Torn Between Two Lovers,$8.96 ,Books > Literature & Fiction > Fiction > African American,"Weber, Carl",281,Kensington Pub Corp,English,7.00 x 4.25 x 0.75 Inches,
The Fate of the Tearling,$15.07 ,Books > Literature & Fiction > Fiction > Literary,"Johansen, Erika",478,HarperCollins,English,9.25 x 6.25 x 1.75 Inches,
The Cartel 7: Illuminati,$9.39 ,Books > Literature & Fiction > Fiction > African American,Ashley &amp; JaQuavisJaQuavis Coleman,304,St. Martin's PressSt. Martin's Griffin,,8.27 x 5.46 x 20.19 Inches (US),
